Train_No,Train_Name,distance,Source_Station_Name,day_of_departure,Destination_Station_Name,day_of_arrival,departure_time,arrival_time
59814,JAB-KOTA PAS,819,AGRA  FORT,Thursday,KOTA,Monday,21:41:29,6:57:14
59821,KOTA-BHIND P,753,KOTA,Thursday,BHIND,Monday,22:30:29,15:16:30
59822,BHIND-KOTA P,2415,BHIND,Wednesday,KOTA,Monday,12:29:46,22:32:20
59823,GWL-BIX PASS,1465,GWALIOR JN,Sunday,BHIND,Sunday,1:16:20,17:27:46
59824,BIX-GWL PASS,2903,BHIND,Thursday,GWALIOR JN,Sunday,14:29:24,19:55:45
59825,GWL-BIX PASS,239,GWALIOR JN,Monday,BHIND,Friday,12:47:02,3:51:51
59826,BIX-GWL PASS,1501,BHIND,Monday,GWALIOR JN,Friday,13:20:50,15:45:59
59827,BIX-ETW PASS,753,BHIND,Tuesday,ETAWAH,Thursday,5:54:02,3:01:05
59828,ETW-BIX PASS,861,ETAWAH,Tuesday,BHIND,Monday,3:38:35,13:27:00
59831,BRC-KOTA PAR,2476,VADODARA JN.,Tuesday,KOTA,Saturday,10:09:15,4:33:46
59832,KOTA-BRC PAR,2464,KOTA,Sunday,VADODARA JN.,Tuesday,6:26:59,2:44:15
59833,KOTA-NMH FAS,1969,KOTA,Wednesday,NIMACH,Saturday,22:29:10,10:05:30
59834,NMH-KOTA FAS,253,NIMACH,Sunday,KOTA,Saturday,8:53:07,16:57:37
59835,NMH-UDZ PASS,2241,NIMACH,Monday,UDAIPUR CITY,Wednesday,5:27:42,3:36:42
59836,UDZ-NMH PASS,1820,UDAIPUR CITY,Saturday,NIMACH,Saturday,22:18:01,2:37:23
59837,JLWC-KOTA PA,2487,JHALAWAR CITY,Wednesday,KOTA,Wednesday,7:45:08,0:01:16
59838,KOTA-JLWC,1752,KOTA,Tuesday,JHALAWAR CITY,Tuesday,16:52:40,14:12:10
59839,JLWC-KOTA PA,2199,JHALAWAR CITY,Wednesday,KOTA,Sunday,23:09:39,2:07:49
59840,KOTA-JLWC PA,2373,KOTA,Sunday,JHALAWAR CITY,Thursday,14:19:08,22:58:09
61631,BPL BINA MEM,1181,BHOPAL,Tuesday,BINA,Sunday,6:43:53,5:52:57
61632,BINA- BPL ME,2522,BINA,Monday,BHOPAL,Friday,9:14:02,0:51:44
63105,SDAH-BPC MEM,2679,SEALDAH,Friday,LALGOLA,Thursday,16:11:23,15:45:23
63108,LGL-SDAH MEM,1560,LALGOLA,Sunday,SEALDAH,Saturday,16:31:22,4:25:40
63141,SDAH RPH PAS,725,SEALDAH,Sunday,RAMPUR HAT,Sunday,12:14:58,8:20:55
63142,RPH SDAH PAS,141,RAMPUR HAT,Monday,SEALDAH,Friday,15:25:56,22:31:09
63151,JSME - BDME,1608,JASIDIH JN.,Sunday,BAIDYANATHDHAM,Saturday,15:35:11,18:46:07
63153,JSME - BDME,2945,JASIDIH JN.,Tuesday,BAIDYANATHDHAM,Friday,20:30:40,9:14:56
63154,BDME - JSME,2470,BAIDYANATHDHAM,Monday,JASIDIH JN.,Thursday,10:25:50,0:58:37
63155,JSME - BDME,2814,JASIDIH JN.,Tuesday,BAIDYANATHDHAM,Sunday,15:07:24,20:13:02
63156,BDME - JSME,2575,BAIDYANATHDHAM,Wednesday,JASIDIH JN.,Monday,4:55:02,7:13:23
63157,JSME - BDME,493,JASIDIH JN.,Saturday,BAIDYANATHDHAM,Saturday,12:41:07,18:28:29
63158,BDME - JSME,1671,BAIDYANATHDHAM,Friday,JASIDIH JN.,Saturday,20:10:12,21:19:25
63159,JSME - BDME,2724,JASIDIH JN.,Tuesday,BAIDYANATHDHAM,Tuesday,22:51:46,9:24:11
63160,BDME - JSME,1689,BAIDYANATHDHAM,Wednesday,JASIDIH JN.,Friday,4:32:52,2:02:16
63161,JSME - BDME,350,JASIDIH JN.,Sunday,BAIDYANATHDHAM,Sunday,11:31:38,10:36:37
63162,BDME - JSME,1726,BAIDYANATHDHAM,Sunday,JASIDIH JN.,Saturday,22:52:17,3:02:24
63163,JSME - BDME,627,JASIDIH JN.,Saturday,BAIDYANATHDHAM,Wednesday,15:34:20,17:13:01
63164,BDME - JSME,647,BAIDYANATHDHAM,Friday,JASIDIH JN.,Tuesday,18:29:18,18:06:29
63165,JSME-BDME PG,2785,JASIDIH JN.,Thursday,BAIDYANATHDHAM,Friday,22:24:19,11:07:42
63166,BDME - JSME,40,BAIDYANATHDHAM,Friday,JASIDIH JN.,Thursday,19:49:14,1:38:33
63167,JSME - BDME,488,JASIDIH JN.,Sunday,BAIDYANATHDHAM,Monday,5:03:13,23:03:53
63168,BDME - JSME,2022,BAIDYANATHDHAM,Saturday,JASIDIH JN.,Saturday,9:01:24,21:25:42
63169,JSME-BDME PG,200,JASIDIH JN.,Monday,BAIDYANATHDHAM,Wednesday,7:46:54,7:30:28
63203,KIUL-MKA MEM,454,KIUL JN.,Sunday,MOKAMA JN.,Monday,16:24:22,22:54:53
63204,MKA-KIUL MEM,393,MOKAMA JN.,Monday,KIUL JN.,Tuesday,18:39:42,8:07:02
63205,KIUL-PNBE ME,245,KIUL JN.,Saturday,PATNA JN.,Thursday,1:31:38,18:50:58
63206,PNBE-KIUL ME,939,PATNA JN.,Thursday,KIUL JN.,Friday,13:50:06,10:35:07
63207,JAJ-PNBE MEM,943,JHAJHA,Tuesday,PATNA JN.,Thursday,2:59:23,17:55:19
63208,PNBE-JSME ME,1430,PATNA JN.,Friday,JASIDIH JN.,Monday,22:45:11,8:50:43
63209,JAJ-PNBE MEM,2729,JHAJHA,Saturday,PATNA JN.,Tuesday,23:50:41,2:29:57
63210,PNBE-JAJ MEM,715,PATNA JN.,Wednesday,JHAJHA,Friday,20:25:12,5:50:23
63211,JAJ - PNBE,299,JASIDIH JN.,Sunday,PATNA JN.,Thursday,21:33:14,18:23:56
63212,PNBE-JAJ MEM,2324,PATNA JN.,Sunday,JHAJHA,Saturday,17:48:50,3:54:11
63213,PNBE-ARA MEM,1238,PATNA JN.,Saturday,ARA,Saturday,3:18:49,15:02:16
63214,ARA-PNBE MEM,1836,ARA,Friday,PATNA JN.,Monday,1:55:22,21:48:36
63217,MKA-DNR MEMU,1859,MOKAMA JN.,Tuesday,DANAPUR,Friday,7:21:02,6:47:16
63218,DNR - MKA ME,43,DANAPUR,Sunday,MOKAMA JN.,Monday,3:10:57,22:38:39
63219,DNR-RPR MEMU,762,DANAPUR,Friday,RAGHUNATHPUR,Wednesday,19:58:39,0:49:29
63220,RPR-PNBE MEM,2937,RAGHUNATHPUR,Friday,PATNA JN.,Tuesday,5:59:01,7:11:27
63221,MKA-PNBE MEM,2301,MOKAMA JN.,Thursday,PATNA JN.,Wednesday,3:36:13,2:28:53
63222,PNBE-MKA MEM,1824,PATNA JN.,Friday,MOKAMA JN.,Wednesday,5:03:54,7:15:10
63223,PNBE-ARA MEM,1807,PATNA JN.,Friday,ARA,Saturday,6:44:27,1:42:51
63224,ARA-PNBE MEM,658,ARA,Wednesday,PATNA JN.,Saturday,7:11:29,5:13:46
63225,PNBE-MGS MEM,213,PATNA JN.,Saturday,MUGHAL SARAI JN.,Monday,12:54:29,23:50:52
63226,BSB-PNBE MEM,1938,VARANASI JN.,Sunday,PATNA JN.,Sunday,12:03:33,0:56:45
63227,PNBE-MGS MEM,2886,PATNA JN.,Thursday,MUGHAL SARAI JN.,Sunday,16:10:55,20:36:11
63228,MGS-PNBE  ME,2023,MUGHAL SARAI JN.,Thursday,PATNA JN.,Thursday,17:45:51,3:52:59
63231,PNBE-MGS MEM,1990,PATNA JN.,Sunday,MUGHAL SARAI JN.,Sunday,19:18:15,6:23:11
63232,BXR-PNBE MEM,2541,BUXAR,Tuesday,PATNA JN.,Tuesday,3:40:37,19:54:05
63233,PNBE-BSB MEM,2968,PATNA JN.,Wednesday,VARANASI JN.,Saturday,3:27:09,22:59:50
63234,MGS-PNBE MEM,676,MUGHAL SARAI JN.,Wednesday,PATNA JN.,Tuesday,12:52:38,22:47:22
63235,BXR-MGS MEMU,140,BUXAR,Tuesday,MUGHAL SARAI JN.,Wednesday,6:05:05,4:53:31
63237,MGS-ALD MEMU,1344,MUGHAL SARAI JN.,Saturday,ALLAHABAD JN.,Monday,17:22:53,8:32:26
63238,MGS- ALD MEM,684,ALLAHABAD JN.,Tuesday,MUGHAL SARAI JN.,Wednesday,9:08:52,20:45:48
63240,MGS-BXR MEMU,1129,MUGHAL SARAI JN.,Wednesday,BUXAR,Monday,14:41:17,9:25:47
63241,PNBE- GAYA M,2134,PATNA JN.,Wednesday,GAYA JN.,Tuesday,10:14:34,1:46:03
63242,GAYA-PNBE  M,986,GAYA JN.,Saturday,PATNA JN.,Sunday,2:25:39,0:29:30
63243,PNBE-GAYA ME,405,PATNA JN.,Saturday,GAYA JN.,Monday,9:14:56,22:52:59
63244,GAYA -PNBE M,1135,GAYA JN.,Friday,PATNA JN.,Sunday,8:16:29,12:57:23
63245,PNBE-GAYA ME,1700,PATNA JN.,Sunday,GAYA JN.,Monday,3:02:13,8:39:55
63246,GAYA-PNBE  M,1420,GAYA JN.,Wednesday,PATNA JN.,Monday,14:18:45,19:01:54
63247,GAYA-PNBE ME,235,PATNA JN.,Tuesday,GAYA JN.,Monday,11:11:46,13:25:10
63248,GAYA-PNBE ME,411,GAYA JN.,Monday,PATNA JN.,Friday,18:34:49,20:59:19
63249,PNBE-GAYA ME,2850,PATNA JN.,Tuesday,GAYA JN.,Friday,11:30:03,12:23:35
63250,GAYA-PNBE ME,148,GAYA JN.,Thursday,PATNA JN.,Sunday,15:55:40,7:00:35
63251,PNBE-GAYA ME,2795,PATNA JN.,Monday,GAYA JN.,Saturday,7:51:33,19:03:47
63252,GAYA -PNBE M,1862,GAYA JN.,Sunday,PATNA JN.,Friday,20:07:39,6:16:06
63253,PNBE-GAYA ME,1449,PATNA JN.,Wednesday,GAYA JN.,Friday,21:47:59,22:33:19
63254,GAYA-PNBE ME,553,GAYA JN.,Friday,PATNA JN.,Saturday,18:30:54,17:13:14
63255,PNBE-GAYA ME,2425,PATNA JN.,Wednesday,GAYA JN.,Wednesday,18:38:38,21:30:45
63256,GAYA-PNBE ME,1157,GAYA JN.,Saturday,PATNA JN.,Wednesday,20:38:44,8:24:19
63257,PNBE-GAYA ME,1346,PATNA JN.,Wednesday,GAYA JN.,Saturday,0:10:55,3:40:22
63258,GAYA-PNBE ME,2555,GAYA JN.,Friday,PATNA JN.,Monday,21:18:30,19:53:50
63259,PNBE-GAYA ME,2887,PATNA JN.,Monday,GAYA JN.,Tuesday,9:10:11,9:36:09
63260,GAYA-PNBE ME,2164,GAYA JN.,Tuesday,PATNA JN.,Wednesday,15:54:50,15:01:14
63261,FUT - BXR ME,1098,FATUHA,Wednesday,BUXAR,Monday,22:50:52,2:32:23
63262,BXR - FUT ME,186,BUXAR,Wednesday,FATUHA,Friday,17:16:26,18:28:14
63263,PNBE-BXR MEM,1134,PATNA JN.,Monday,BUXAR,Wednesday,3:55:27,4:29:09
63264,MGS-PNBE MEM,27,MUGHAL SARAI JN.,Friday,PATNA JN.,Tuesday,4:01:04,6:26:32
63271,MKA-PNBE MEM,1394,MOKAMA JN.,Friday,PATNA JN.,Thursday,6:24:27,8:21:46
63272,PNBE-MKA MEM,2813,PATNA JN.,Thursday,MOKAMA JN.,Saturday,7:36:55,3:56:05
63273,BJU-MKA MEMU,1828,BARAUNI JN.,Sunday,MOKAMA JN.,Wednesday,6:00:33,12:19:23
63274,MKA-BJU MEMU,2270,MOKAMA JN.,Saturday,BARAUNI JN.,Thursday,0:51:57,12:41:05
63275,BJU-MKA MEMU,811,BARAUNI JN.,Saturday,MOKAMA JN.,Tuesday,11:40:20,8:44:11
63276,MKA-BJU MEMU,711,MOKAMA JN.,Monday,BARAUNI JN.,Saturday,21:45:17,14:08:03
63279,BJU-SEE MEMU,1432,BARAUNI JN.,Friday,SONPUR JN.,Saturday,6:33:13,10:50:13
63280,PNBE-BJU MEM,2922,PATNA JN.,Tuesday,BARAUNI JN.,Monday,23:12:39,8:47:09
63283,BJU-PNBE MEM,483,BARAUNI JN.,Monday,PATNA JN.,Sunday,11:22:16,16:47:45
63284,PNBE-BJU MEM,373,PATNA JN.,Wednesday,BARAUNI JN.,Sunday,20:15:51,4:59:23
63285,BJU-PNBE MEM,2531,BARAUNI JN.,Monday,PATNA JN.,Monday,3:34:30,18:44:00
63286,SEE-BJU MEMU,1324,SONPUR JN.,Sunday,BARAUNI JN.,Thursday,12:34:09,16:39:17
63289,GAYA-DOS MEM,2310,GAYA JN.,Friday,DEHRI-ON-SON,Thursday,22:57:44,15:54:01
63290,DOS-GAYA MEM,597,DEHRI-ON-SON,Saturday,GAYA JN.,Thursday,9:44:20,2:08:40
63291,GAYA-DOS MEM,897,GAYA JN.,Monday,DEHRI-ON-SON,Monday,20:02:39,6:23:19
63292,DOS-GAYA MEM,2067,DEHRI-ON-SON,Friday,GAYA JN.,Friday,23:19:42,16:25:40
63293,DOS-MGS MEMU,1133,DEHRI-ON-SON,Wednesday,MUGHAL SARAI JN.,Saturday,3:02:53,5:58:54
63294,MGS-DOS MEMU,201,MUGHAL SARAI JN.,Tuesday,DEHRI-ON-SON,Friday,16:53:43,11:43:27
63295,GAYA-MGS MEM,2279,GAYA JN.,Sunday,MUGHAL SARAI JN.,Thursday,13:36:06,10:21:14
63296,MGS-GAYA MEM,1688,MUGHAL SARAI JN.,Wednesday,GAYA JN.,Saturday,10:59:13,5:54:33
63501,HWH- BWN M/L,2799,HOWRAH JN.,Saturday,BARDDHAMAN JN.,Wednesday,23:59:23,16:12:42
63502,BWN - HWH LO,2672,BARDDHAMAN JN.,Wednesday,HOWRAH JN.,Wednesday,10:10:52,3:51:41
63505,BWN-ASN PGR.,512,BARDDHAMAN JN.,Wednesday,ASANSOL MAIN,Thursday,1:51:09,9:07:31
63506,ASN - BWN PA,1171,ASANSOL MAIN,Saturday,BARDDHAMAN JN.,Monday,23:51:40,23:00:36
63507,BWN-ASN PGR.,844,BARDDHAMAN JN.,Tuesday,ASANSOL MAIN,Friday,14:09:03,7:55:04
63508,ASN-BWN PGR,2669,ASANSOL MAIN,Tuesday,BARDDHAMAN JN.,Sunday,4:58:11,14:21:09
63509,BWN-ASN PGR.,581,BARDDHAMAN JN.,Friday,ASANSOL MAIN,Friday,7:21:48,23:16:30
63510,ASN - BWN PA,101,ASANSOL MAIN,Saturday,BARDDHAMAN JN.,Thursday,3:44:55,11:11:23
63511,BWN-ASN PGR.,409,BARDDHAMAN JN.,Tuesday,ASANSOL MAIN,Friday,20:47:09,5:41:49
63512,ASN - BWN PA,2352,ASANSOL MAIN,Wednesday,BARDDHAMAN JN.,Sunday,10:55:59,22:16:00
63513,BWN-ASN PGR.,1684,BARDDHAMAN JN.,Tuesday,ASANSOL MAIN,Tuesday,3:27:24,15:26:13
63514,ASN-BWN PGR,824,ASANSOL MAIN,Friday,BARDDHAMAN JN.,Wednesday,1:55:49,13:43:56
63515,BWN-ASN PGR.,2663,BARDDHAMAN JN.,Tuesday,ASANSOL MAIN,Friday,20:55:38,3:27:26
63516,ASN-BWN PGR,2694,ASANSOL MAIN,Thursday,BARDDHAMAN JN.,Tuesday,1:27:16,2:32:51
63517,BWN-ASN PGR.,111,BARDDHAMAN JN.,Wednesday,ASANSOL MAIN,Wednesday,19:36:04,12:47:45
63518,ASN-BWN PGR,865,ASANSOL MAIN,Tuesday,BARDDHAMAN JN.,Monday,8:33:07,1:17:04
63519,BWN-ASN PGR.,2636,BARDDHAMAN JN.,Sunday,ASANSOL MAIN,Tuesday,8:42:27,3:37:46
63520,ASN - BWN PA,2119,ASANSOL MAIN,Friday,BARDDHAMAN JN.,Tuesday,0:58:32,22:36:06
63521,BWN-ASN PGR.,534,BARDDHAMAN JN.,Friday,ASANSOL MAIN,Saturday,15:39:37,0:36:47
63522,ASN - BWN PA,588,ASANSOL MAIN,Wednesday,BARDDHAMAN JN.,Thursday,15:48:30,12:24:41
63523,BWN-ASN PGR.,2372,BARDDHAMAN JN.,Wednesday,ASANSOL MAIN,Wednesday,19:23:34,10:04:40
63524,ASN - BWN PA,916,ASANSOL MAIN,Monday,BARDDHAMAN JN.,Tuesday,8:56:16,10:35:00
63525,BWN-ASN PGR.,303,BARDDHAMAN JN.,Monday,ASANSOL MAIN,Thursday,1:28:29,19:59:13
63526,ASN - BWN PA,214,ASANSOL MAIN,Wednesday,BARDDHAMAN JN.,Sunday,12:31:06,11:00:50
63527,DGR-ASN PGR.,139,DURGAPUR,Friday,ASANSOL MAIN,Monday,14:59:06,20:15:01
63528,ASN - DGR PG,1609,ASANSOL MAIN,Thursday,DURGAPUR,Saturday,8:30:14,22:32:32
63529,UDL-RPH PASS,302,ANDAL JN.,Tuesday,RAMPUR HAT,Tuesday,18:12:42,18:25:59
63530,RPH-UDL PASS,233,RAMPUR HAT,Friday,ANDAL JN.,Thursday,11:34:05,1:17:27
63531,UDL-SNT PGR.,1731,ANDAL JN.,Tuesday,SAINTHIA JN.,Monday,1:35:33,17:53:29
63532,SNT-UDL PGR.,593,SAINTHIA JN.,Thursday,ANDAL JN.,Wednesday,16:31:18,11:48:57
63533,UDL-SNT PGR.,1819,ANDAL JN.,Tuesday,SAINTHIA JN.,Wednesday,10:37:32,20:01:08
63534,SNT-UDL PGR,2458,SAINTHIA JN.,Monday,ANDAL JN.,Friday,22:20:47,2:30:34
63535,UDL-SNT PASS,585,ANDAL JN.,Tuesday,SAINTHIA JN.,Monday,6:50:46,14:09:23
63536,SNT-UDL PGR,145,SAINTHIA JN.,Thursday,ANDAL JN.,Saturday,2:12:37,1:00:17
63537,UDL-SNT PGR.,663,ANDAL JN.,Friday,SAINTHIA JN.,Sunday,8:50:15,22:41:44
63538,SNT-UDL PGR,1247,SAINTHIA JN.,Sunday,ANDAL JN.,Friday,9:42:15,0:11:19
63541,ASN-GMO PGR.,2289,ASANSOL MAIN,Monday,NSC BOSE J GOMO,Sunday,16:29:05,10:14:42
63542,GMO-ASN PASS,492,NSC BOSE J GOMO,Thursday,ASANSOL MAIN,Tuesday,15:49:46,22:35:10
63543,ASN-GMO PGR.,2001,ASANSOL MAIN,Thursday,NSC BOSE J GOMO,Thursday,12:27:03,14:06:08
63544,GMO-ASN PASS,596,NSC BOSE J GOMO,Tuesday,ASANSOL MAIN,Saturday,17:06:29,13:22:51
63545,ASN-DHN PGR.,2634,ASANSOL MAIN,Saturday,DHANBAD JN.,Tuesday,20:48:29,6:41:45
63546,DHN - ASN PA,1439,DHANBAD JN.,Wednesday,ASANSOL MAIN,Friday,9:06:22,12:40:24
63547,DHN-HZD MEMU,1259,DHANBAD JN.,Sunday,HAZARIBAGH ROAD,Monday,8:46:45,23:31:52
63548,GAYA-KQR MEM,1527,GAYA JN.,Saturday,KODERMA,Tuesday,6:33:50,21:34:52
63549,HZD-GAYA MEM,786,HAZARIBAGH ROAD,Saturday,GAYA JN.,Tuesday,2:02:30,23:14:57
63550,KQR-DHN MEMU,802,KODERMA,Tuesday,DHANBAD JN.,Thursday,4:28:43,13:38:54
63551,ASN-DHN PGR.,1038,ASANSOL MAIN,Tuesday,DHANBAD JN.,Tuesday,12:40:41,20:52:57
63552,DHN - ASN PA,1440,DHANBAD JN.,Sunday,ASANSOL MAIN,Tuesday,5:31:49,23:21:58
63553,ASN BSB PASS,270,ASANSOL MAIN,Monday,VARANASI JN.,Sunday,10:44:06,22:43:08
63554,BSB ASN PASS,1981,VARANASI JN.,Thursday,ASANSOL MAIN,Thursday,16:13:44,13:20:57
63561,ASN-JSME PGR,673,ASANSOL MAIN,Tuesday,JASIDIH JN.,Sunday,23:55:46,21:20:19
63562,BDME-ASN PAS,829,BAIDYANATHDHAM,Monday,ASANSOL MAIN,Wednesday,11:26:27,8:13:05
63563,ASN-JSME PGR,1974,ASANSOL MAIN,Thursday,JASIDIH JN.,Saturday,17:09:35,12:34:59
63564,JSME-ASN PAS,966,JASIDIH JN.,Sunday,ASANSOL MAIN,Tuesday,3:21:32,1:12:36
63565,JSME-JAJ PGR,460,JASIDIH JN.,Tuesday,JHAJHA,Thursday,23:20:14,13:08:00
63566,JAJ - JSME P,2528,JHAJHA,Monday,JASIDIH JN.,Monday,11:36:26,9:03:24
63567,ASN-JAJ PGR.,761,ASANSOL MAIN,Friday,JHAJHA,Friday,22:15:00,13:01:21
63568,JAJ - ASN PG,2186,JHAJHA,Sunday,ASANSOL MAIN,Tuesday,21:34:42,11:12:26
63569,ASN-JSME PGR,2720,ASANSOL MAIN,Wednesday,JASIDIH JN.,Sunday,18:39:45,7:11:44
63570,BDME-ASN PAS,2423,BAIDYANATHDHAM,Thursday,ASANSOL MAIN,Monday,22:09:55,9:51:21
63571,JSME-KIUL ME,2587,JASIDIH JN.,Saturday,MOKAMA JN.,Tuesday,19:58:26,21:55:08
63572,MKA - JSME M,1944,MOKAMA JN.,Wednesday,JASIDIH JN.,Tuesday,0:03:35,23:40:53
63573,JSME-KIUL ME,201,JASIDIH JN.,Sunday,KIUL JN.,Monday,18:13:17,19:35:27
63574,KIUL-JSME ME,2342,KIUL JN.,Wednesday,JASIDIH JN.,Saturday,10:23:01,14:17:28
63581,BWN-RPH PASS,1401,BARDDHAMAN JN.,Saturday,RAMPUR HAT,Tuesday,11:05:59,15:50:18
63582,RPH-BWN PASS,2362,RAMPUR HAT,Wednesday,BARDDHAMAN JN.,Tuesday,5:37:19,13:03:41
63583,BWN-RPH PASS,831,BARDDHAMAN JN.,Monday,RAMPUR HAT,Thursday,13:26:59,12:34:49
63584,RPH-BWN PASS,105,RAMPUR HAT,Wednesday,BARDDHAMAN JN.,Monday,12:02:37,21:42:42
63591,BKSC-ASN MEM,2643,BOKARO STEEL CITY,Thursday,ASANSOL MAIN,Friday,1:10:09,1:18:25
63592,ASN-BKSC MEM,2297,ASANSOL MAIN,Sunday,BOKARO STEEL CITY,Wednesday,0:47:34,4:13:45
63593,PRR-ASN MEMU,1296,PURULIA JN.,Friday,ASANSOL MAIN,Wednesday,15:55:52,17:46:30
63594,ASN-PRR MEMU,482,ASANSOL MAIN,Tuesday,PURULIA JN.,Saturday,9:45:29,21:48:49
63595,BKSC-ASN MEM,2509,BOKARO STEEL CITY,Monday,ASANSOL MAIN,Monday,21:03:42,4:42:11
63596,ASN-BKSC MEM,162,ASANSOL MAIN,Thursday,BOKARO STEEL CITY,Sunday,8:43:03,8:43:41
63597,RNC-ASN PASS,1730,RANCHI,Saturday,ASANSOL MAIN,Wednesday,15:21:24,5:15:02
63598,ASN-RNC PASS,319,ASANSOL MAIN,Saturday,RANCHI,Sunday,6:59:04,17:13:24
64001,DLI-PNP MEMU,2334,DELHI JN.,Sunday,PANIPAT JN.,Saturday,14:53:01,21:52:05
64002,PNP-DLI MEMU,2094,PANIPAT JN.,Friday,DELHI JN.,Tuesday,19:08:59,9:13:19
64003,NDLS-SNP 12C,1001,NEW DELHI,Thursday,SONIPAT,Sunday,2:35:47,17:38:25
64004,SNP-SBB 12CA,2010,SONIPAT,Monday,SAHIBABAD,Wednesday,0:08:41,17:47:21
64011,PWL-SSB 10 C,367,PALWAL,Monday,SHAKUR BASTI,Friday,2:59:29,4:03:29
64012,SSB-PWL 12CA,911,SHAKUR BASTI,Friday,PALWAL,Monday,1:47:43,2:34:50
64013,PWL-SSB 12CA,872,PALWAL,Monday,SHAKUR BASTI,Thursday,0:30:45,10:07:39
64014,SSB-PWL 10 C,1244,SHAKUR BASTI,Tuesday,PALWAL,Monday,1:39:29,17:43:02
64015,PWL-SSB 12CA,277,PALWAL,Sunday,SHAKUR BASTI,Thursday,15:47:52,7:08:09
64016,SSB-PWL EMU,2526,SHAKUR BASTI,Saturday,PALWAL,Wednesday,4:02:35,2:40:10
64017,PWL-SSB 12CA,856,PALWAL,Saturday,SHAKUR BASTI,Friday,12:22:13,21:53:55
64018,SSB-NDLS EMU,2041,SHAKUR BASTI,Tuesday,NEW DELHI,Saturday,3:50:28,22:46:03
64019,PWL-SSB EMU,176,PALWAL,Friday,SHAKUR BASTI,Thursday,2:36:02,3:55:13
64031,GZB-SSB 12CA,2151,GHAZIABAD JN.,Saturday,SHAKUR BASTI,Friday,11:38:34,11:23:37
64032,SSB-GZB 12CA,2253,SHAKUR BASTI,Monday,GHAZIABAD JN.,Thursday,5:39:00,0:01:17
64034,SSB-GZB 10 C,1032,SHAKUR BASTI,Monday,GHAZIABAD JN.,Saturday,21:31:58,23:34:10
64036,SSB-GZB 12CA,742,SHAKUR BASTI,Friday,GHAZIABAD JN.,Saturday,16:59:59,3:23:30
64051,PWL-GZB 12CA,1773,PALWAL,Friday,GHAZIABAD JN.,Thursday,3:10:16,2:44:36
64052,GZB-PWL 12CA,1030,GHAZIABAD JN.,Sunday,PALWAL,Saturday,17:47:06,10:51:41
64053,PWL-GZB 12CA,2200,PALWAL,Saturday,GHAZIABAD JN.,Sunday,5:56:36,12:41:38
64055,PWL-GZB 12CA,180,PALWAL,Tuesday,GHAZIABAD JN.,Monday,10:33:41,2:58:03
64057,PWL-GZB 12CA,1181,PALWAL,Thursday,GHAZIABAD JN.,Saturday,8:08:05,1:33:54
64061,PWL-DLI EMU,2521,PALWAL,Tuesday,DELHI JN.,Friday,7:48:15,19:02:49
64062,DLI-BVH EMU,426,DELHI JN.,Thursday,PALWAL,Wednesday,19:37:50,21:27:45
64064,PND-4 EMU,2264,DELHI JN.,Friday,PALWAL,Sunday,9:13:32,1:20:20
64071,BVH-NDLS EMU,443,BALLABGARH,Wednesday,SHAKUR BASTI,Saturday,0:21:06,16:28:32
64073,KSV-NDLS 12C,2956,KOSI KALAN,Wednesday,NEW DELHI,Wednesday,8:04:11,9:38:25
64074,NDLS-PWL 12C,628,NEW DELHI,Wednesday,KOSI KALAN,Monday,10:39:13,19:33:24
64075,PWL-NDLS 10C,515,PALWAL,Sunday,NEW DELHI,Sunday,22:31:45,11:23:09
64076,NDLS-PWL 10C,385,NEW DELHI,Saturday,PALWAL,Thursday,2:45:25,8:48:51
64077,PWL-NDLS EMU,605,PALWAL,Saturday,NEW DELHI,Sunday,21:16:07,23:34:24
64078,NDLS-PWL 12C,1647,NEW DELHI,Thursday,PALWAL,Saturday,22:50:54,0:19:25
64080,NDLS-PWL 10,678,NEW DELHI,Monday,PALWAL,Monday,0:03:57,7:27:20
64082,NDLS-PWL EMU,673,NEW DELHI,Wednesday,PALWAL,Friday,23:04:07,22:43:38
64084,NDLS-PWL EMU,1082,NEW DELHI,Saturday,PALWAL,Wednesday,15:31:00,13:33:15
64087,NZM-NDLS 10,2645,HAZRAT NIZAMUDDIN JN,Tuesday,NEW DELHI,Wednesday,16:49:31,11:16:03
64088,NZM-NDLS 10C,1371,HAZRAT NIZAMUDDIN JN,Monday,NEW DELHI,Wednesday,22:40:46,18:49:00
64089,NZM-NZM EMU,822,HAZRAT NIZAMUDDIN JN,Wednesday,HAZRAT NIZAMUDDIN JN,Sunday,21:45:39,17:26:44
64090,NZM-NZM EMU,2134,HAZRAT NIZAMUDDIN JN,Friday,HAZRAT NIZAMUDDIN JN,Saturday,6:54:01,11:32:52
64091,HNZM-HNZM EM,192,HAZRAT NIZAMUDDIN JN,Tuesday,HAZRAT NIZAMUDDIN JN,Tuesday,12:41:01,10:32:38
64092,NZM-NZM EMU,1417,HAZRAT NIZAMUDDIN JN,Tuesday,HAZRAT NIZAMUDDIN JN,Tuesday,9:43:48,13:22:27
64093,NZM-NDLS 10,1723,HAZRAT NIZAMUDDIN JN,Saturday,SHAKUR BASTI,Sunday,18:34:22,15:31:26
64094,SSB-NZM 10 C,2176,SHAKUR BASTI,Friday,HAZRAT NIZAMUDDIN JN,Monday,23:59:51,9:35:01
